segdesc   = VCRC2L_F
2026-04-30
DATE,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
11/2027,5.886,6.869,7.981,8.432,7.272,11.897,8.117,7.185,5.476,5.972,5.526,6.038,10.937,13.414,13.472,8.347,8.314,6.380,8.518,7.717,4.282,8.429,10.930,6.887,5.999,5.845,3.849,5.297,5.799,6.576
12/2027,5.178,5.946,5.663,6.994,5.451,7.533,6.792,5.913,4.612,5.141,4.206,5.154,7.119,8.179,7.702,6.449,6.617,4.874,5.593,5.982,4.164,5.818,7.189,5.558,5.010,5.416,3.103,5.032,4.773,5.387
1/2028,4.624,5.448,4.835,5.808,4.476,6.133,5.389,5.418,4.195,4.675,3.556,4.449,6.100,6.524,5.741,5.273,5.381,4.211,4.554,5.483,3.800,4.890,6.060,4.694,4.536,4.723,2.754,4.669,3.905,4.735
2/2028,3.952,4.652,5.655,6.341,3.770,5.120,4.935,5.081,3.567,4.180,3.520,3.940,5.281,5.517,5.771,4.289,4.903,3.575,3.841,4.302,3.424,5.003,7.241,5.541,4.630,4.449,2.358,4.122,3.816,4.328
3/2028,6.258,8.832,10.404,7.004,12.819,7.935,7.879,6.199,6.810,5.418,5.233,12.234,8.953,6.734,16.830,5.295,8.091,3.975,5.796,8.336,4.835,7.403,13.204,7.975,11.923,5.109,2.972,5.665,3.877,6.295
4/2028,18.597,27.588,18.152,18.172,24.828,15.606,16.176,26.954,30.653,16.313,15.868,37.966,30.894,27.030,27.185,14.122,18.278,13.661,14.583,33.644,9.924,21.011,18.402,17.758,25.786,13.776,18.691,13.429,8.109,34.947
5/2028,94.726,76.983,55.773,67.192,96.073,66.727,66.940,65.029,109.643,27.403,61.377,85.868,118.125,67.599,78.183,77.551,95.659,50.514,53.729,64.418,42.050,66.979,50.849,52.276,64.141,35.646,57.255,62.553,50.475,81.591
6/2028,105.158,64.023,126.034,33.035,117.443,54.885,104.200,29.610,63.396,11.435,40.171,48.705,107.422,33.214,57.452,99.412,47.736,61.642,95.072,29.409,31.183,72.183,92.000,76.591,76.664,11.585,127.410,38.156,75.648,46.280
7/2028,34.031,14.647,78.964,12.919,34.807,24.938,71.172,8.991,18.960,5.562,11.772,16.263,35.879,14.858,18.532,32.299,15.414,15.073,29.129,12.031,10.959,17.333,23.322,15.988,18.649,5.404,49.143,11.283,26.132,18.855
8/2028,17.057,9.467,23.186,7.948,22.039,12.669,44.473,7.343,21.391,4.775,9.593,7.625,19.750,11.920,28.844,13.916,7.092,11.990,11.460,7.240,10.134,11.933,11.304,12.609,10.773,4.226,12.013,7.169,11.883,16.554
9/2028,16.938,14.748,13.666,8.079,25.314,10.370,26.951,6.911,9.442,9.628,19.806,17.471,12.125,12.840,17.817,13.260,6.789,8.891,8.375,5.797,28.787,15.133,9.013,10.106,6.749,3.645,6.816,5.908,26.871,12.427
10/2028,10.016,11.242,11.734,12.327,26.843,9.968,11.968,7.361,7.053,9.803,9.458,20.147,20.499,33.978,15.909,9.941,7.330,11.888,10.868,5.080,16.333,23.230,9.510,9.198,7.641,4.548,5.905,5.798,10.156,7.553
11/2028,6.823,8.090,8.344,7.723,11.618,8.315,7.201,5.666,5.918,5.860,5.875,11.056,13.182,13.483,8.173,8.368,6.550,8.462,7.594,4.446,8.319,10.659,6.865,6.000,5.889,4.088,5.235,6.136,6.551,5.914
12/2028,5.940,5.864,6.938,5.824,7.438,6.974,5.978,4.779,5.158,4.499,5.026,7.201,8.093,7.886,6.417,6.669,5.049,5.630,5.948,4.323,5.795,7.050,5.618,5.010,5.434,3.345,4.973,5.076,5.378,5.208
1/2029,5.460,5.041,5.811,4.792,6.101,5.552,5.502,4.345,4.697,3.897,4.341,6.173,6.504,5.988,5.265,5.428,4.398,4.617,5.498,3.944,4.915,6.015,4.765,4.537,4.759,2.981,4.616,4.166,4.756,4.662
2/2029,4.502,5.744,6.175,3.906,4.931,4.952,4.992,3.565,4.061,3.645,3.728,5.155,5.339,5.806,4.148,4.760,3.618,3.776,4.179,3.434,4.875,6.977,5.466,4.473,4.352,2.472,3.946,3.923,4.179,3.855
3/2029,8.847,10.746,7.028,13.070,7.900,8.059,6.303,6.837,5.448,5.584,11.982,9.018,6.752,17.288,5.295,8.172,4.167,5.881,8.369,4.840,7.341,13.036,8.074,11.616,5.185,3.213,5.622,4.114,6.304,6.295
4/2029,27.503,18.649,18.108,25.403,15.479,16.409,26.830,28.946,16.211,16.274,37.466,30.402,26.956,27.584,14.044,17.028,14.019,14.639,33.609,9.504,21.011,18.328,17.785,25.926,13.769,19.232,13.327,8.472,34.780,18.596
5/2029,76.916,56.253,67.203,93.703,66.606,67.240,64.956,109.412,27.382,61.991,85.563,115.015,67.563,78.524,77.379,95.149,50.779,53.897,64.408,41.633,67.060,50.754,52.369,62.101,35.641,57.976,62.385,49.197,81.513,94.671
6/2029,63.976,126.155,33.033,119.235,54.829,104.245,29.634,65.014,11.445,40.358,48.644,108.641,33.153,57.446,99.374,48.573,61.699,95.117,29.377,32.003,72.231,91.951,76.604,77.641,11.617,127.739,38.102,76.118,46.263,105.138
7/2029,14.650,79.018,12.930,33.924,24.907,71.222,9.025,19.286,5.582,11.862,16.233,37.796,14.859,18.600,32.295,15.906,15.153,29.134,12.033,11.148,17.337,23.305,16.014,18.888,5.441,49.184,11.258,26.998,18.849,34.034
8/2029,9.470,23.224,7.958,24.100,12.656,44.577,7.373,21.655,4.788,9.693,7.596,19.906,11.918,28.963,13.910,7.194,12.075,11.468,7.243,10.232,11.934,11.289,12.638,11.120,4.255,12.041,7.144,12.160,16.547,17.056
9/2029,14.755,13.703,8.093,25.050,10.362,27.019,6.940,9.651,9.645,19.940,17.435,12.134,12.843,17.911,13.260,6.803,8.975,8.387,5.803,28.412,15.137,9.003,10.131,6.763,3.676,6.841,5.894,26.851,12.424,16.940
10/2029,11.249,11.766,12.340,27.680,9.961,12.012,7.397,7.086,9.817,9.545,20.114,20.570,33.984,15.988,9.941,7.367,11.970,10.885,5.087,17.022,23.235,9.500,9.221,7.714,4.582,5.929,5.782,10.478,7.552,10.018
11/2029,8.097,8.371,7.736,11.941,8.308,7.239,5.694,6.032,5.873,5.952,11.030,13.452,13.489,8.238,8.368,6.637,8.528,7.606,4.453,8.555,10.662,6.856,6.019,5.929,4.115,5.257,6.119,6.678,5.913,6.824
12/2029,5.871,6.963,5.836,7.574,6.969,6.014,4.803,5.198,4.511,5.100,7.181,8.211,7.891,6.487,6.668,5.111,5.692,5.958,4.330,5.919,7.052,5.611,5.029,5.498,3.369,4.994,5.061,5.478,5.207,5.941
1/2030,5.046,5.835,4.802,6.172,5.548,5.536,4.368,4.728,3.909,4.405,6.154,6.554,5.993,5.329,5.427,4.428,4.675,5.507,3.950,4.979,6.017,4.759,4.554,4.795,3.004,4.637,4.153,4.818,4.661,5.462
2/2030,5.752,6.203,3.915,4.985,4.948,5.026,3.585,4.081,3.655,3.784,5.142,5.294,5.811,4.197,4.760,3.638,3.826,4.186,3.439,4.844,6.979,5.459,4.490,4.376,2.491,3.964,3.912,4.235,3.854,4.503
3/2030,10.759,7.062,13.095,7.956,8.055,6.351,6.881,5.328,5.599,12.110,8.995,6.803,17.295,5.369,8.172,4.093,5.962,8.380,4.847,7.496,13.039,8.065,11.655,5.116,3.236,5.651,4.102,6.137,6.294,8.849
4/2030,18.669,18.142,25.432,14.919,16.403,26.891,29.008,16.124,16.288,37.643,30.349,26.538,27.589,14.197,17.028,13.910,14.732,33.629,9.512,20.961,18.330,17.774,25.966,13.258,19.287,13.370,8.454,33.044,18.593,27.511
5/2030,56.265,67.225,93.720,65.025,67.231,64.985,109.438,27.304,61.999,85.657,114.973,66.903,78.528,77.529,95.147,48.821,53.986,64.416,41.637,63.766,50.757,52.358,62.123,35.777,58.044,62.419,49.172,82.554,94.667,76.920
6/2030,126.157,33.048,119.240,56.168,104.241,29.653,65.024,11.720,40.363,48.673,108.635,33.827,57.449,99.416,48.573,63.200,95.154,29.381,32.006,74.911,91.952,76.600,77.649,11.873,127.751,38.117,76.105,46.821,105.137,63.977
7/2030,79.019,12.943,33.926,25.380,71.220,9.043,19.294,5.630,11.868,16.254,37.795,14.955,18.603,32.321,15.905,15.351,29.161,12.036,11.151,17.671,23.305,16.011,18.894,5.489,49.190,11.270,26.992,18.995,34.034,14.650
8/2030,23.226,7.971,24.103,12.846,44.574,7.391,21.670,4.811,9.698,7.614,19.904,11.937,28.967,13.930,7.194,12.137,11.493,7.245,10.235,12.103,11.289,12.635,11.125,4.267,12.046,7.156,12.154,16.401,17.056,9.470
9/2030,13.704,8.106,25.053,10.515,27.017,6.956,9.659,9.524,19.947,17.459,12.133,12.519,17.914,13.281,6.803,9.185,8.410,5.805,28.417,14.617,9.003,10.128,6.768,3.681,6.844,5.904,26.844,12.804,16.940,14.755
10/2030,11.768,12.353,27.683,9.899,12.012,7.417,7.092,9.956,9.550,20.137,20.569,34.160,15.991,9.957,7.367,12.066,10.916,5.089,17.026,23.788,9.500,9.219,7.719,4.531,5.932,5.792,10.473,7.675,10.018,11.250
11/2030,8.372,7.750,11.943,8.473,7.238,5.710,6.038,5.969,5.957,11.049,13.451,13.869,8.240,8.381,6.637,8.717,7.628,4.455,8.558,10.922,6.856,6.017,5.933,4.174,5.260,6.129,6.674,5.965,6.824,8.097
12/2030,6.964,5.847,7.576,7.067,6.013,4.817,5.203,4.593,5.104,7.197,8.210,8.036,6.489,6.681,5.111,5.768,5.978,4.331,5.921,7.181,5.611,5.027,5.501,3.389,4.997,5.071,5.475,5.249,5.941,5.871
1/2031,5.836,4.811,6.173,5.607,5.536,4.380,4.734,3.902,4.408,6.170,6.553,6.043,5.331,5.439,4.428,4.710,5.526,3.951,4.981,6.053,4.759,4.552,4.799,3.013,4.639,4.161,4.814,4.688,5.462,5.047
2/2031,6.205,3.923,4.987,4.931,5.025,3.595,4.085,3.719,3.788,5.154,5.294,5.876,4.199,4.772,3.637,3.845,4.201,3.440,4.846,7.028,5.459,4.488,4.379,2.497,3.966,3.919,4.231,3.874,4.503,5.752
3/2031,7.064,13.119,7.959,8.017,6.350,6.904,5.334,5.538,12.117,9.015,6.802,17.143,5.371,8.192,4.093,5.850,8.412,4.849,7.498,12.558,8.065,11.652,5.120,3.199,5.654,4.111,6.132,6.238,8.849,10.759
4/2031,18.143,25.461,14.923,15.778,26.890,29.040,16.129,15.852,37.653,30.400,26.536,26.171,14.201,17.047,13.909,14.635,33.649,9.514,20.965,18.314,17.774,25.962,13.262,17.883,13.375,8.467,33.033,17.539,27.510,18.670
